Development_Start_Date,Purchased_Date,City,Locality,Property_Type,Developer_Name,Year_Of_Esablishment,CEO,Number_Of_Employees,Service_Amount,Rating,Investor_Name,CITY_Investors,sq_ft_cost,PURCHASE_AMOUNT,AREA_PURCHASED
17-Jan-12,09-Mar-12,BANGALORE,INDIRANAGAR,Commercial,Mitie,1954,Johnnie Senger,7511,0.2,D,Monserrate Bauch Sr.,nizamabad,10438,20562860,9850
18-Jan-12,10-Mar-12,BANGALORE,JAYANAGAR,Commercial,Morgan Sindall,1920,Lexi Moore,9930,0.56,B,Dr. Alyson Bogisich,parbhani,14357,68733276,8549
19-Jan-12,11-Mar-12,BANGALORE,FRAZER TOWN,Commercial,BAM Construction/Nuttall,1850,Deon Emard,2625,0.02,D,Mr. Jacky Ullrich,tumkur,7105,1341708,9442
20-Jan-12,12-Mar-12,BANGALORE,HEBBAL,Commercial,Laing O Rourke,1898,Ryann Becker,1723,0.73,E,Dr. Mallie Cummings,hisar,4534,16635155,5026
21-Jan-12,13-Mar-12,BANGALORE,KORAMANGALA,Commercial,Galliford Try ,1898,Carlee Koelpin,3361,0.5,C,Ansel Wolf,ozhukarai,8882,22347112,5032
22-Jan-12,14-Mar-12,BANGALORE,INDIRANAGAR,Residential,Keller,1866,Lavonne Hudson,6649,0.78,A,Rico Stark,bihar sharif,6552,43102463,8434
23-Jan-12,15-Mar-12,BANGALORE,JAYANAGAR,Residential,ISG,1924,Delta Durgan,6405,0.56,D,Cory Morar Jr.,panipat,106544,337582533,5658
24-Jan-12,16-Mar-12,BANGALORE,FRAZER TOWN,Residential,Wates,1804,Florian D'Amore,2543,0.5,E,Jordan Ruecker,darbhanga,8690,42276850,9730
25-Jan-12,17-Mar-12,BANGALORE,HEBBAL,Residential,Amey UK,1917,Jonathon Sanford,1323,0.6,D,Florian Quitzon,bally,5107,16292351,5317
26-Jan-12,18-Mar-12,BANGALORE,KORAMANGALA,Residential,Enterprise,1954,Polly Brakus,9410,0.87,C,Gwendolyn Terry,aizwal,5852,48051123,9438
27-Jan-12,19-Mar-12,MUMBAI,CHEMBUR,Commercial,Vinci UK,1808,Camron Rowe I,5160,0.58,B,Wilhelmine Tremblay,dewas,13498,73246627,9356
28-Jan-12,20-Mar-12,MUMBAI,VILE PARLE,Commercial,Skanska,1904,Connor Wyman,2574,0.37,A,Emmanuelle Pfeffer,ichalkaranji,21192,76536391,9761
27-Feb-12,19-Apr-12,MUMBAI,VASAI,Commercial,Willmott Dixon ,1863,Lester Ryan,5982,0.67,D,Shania Aufderhar,tirupati,3997,24645542,9203
28-Feb-12,20-Apr-12,MUMBAI,JUHU,Commercial,Bouygues & Subsidiaries,1911,Viola Murazik,3761,0.92,E,Valentin Yundt,karnal,27756,229232363,8977
29-Feb-12,21-Apr-12,MUMBAI,AIROLI,Commercial,Mace,1897,Coy Block,8200,0.86,B,Trace Russel,bathinda,23000,168031100,8495
01-Mar-12,22-Apr-12,MUMBAI,CHEMBUR,Residential,Costain,1949,Joany Littel,7859,0.64,A,Murray Stamm,jalna,16373,77951198,7439
02-Mar-12,23-Apr-12,MUMBAI,VILE PARLE,Residential,Sir Robert McAlpine ,1836,Nedra Zieme,5965,0.35,E,Eleanora Funk,barasat,20595,61111544,8478
03-Mar-12,24-Apr-12,MUMBAI,VASAI,Residential,Mears,1824,Orion Nicolas,5484,0.41,B,Gwendolyn Bergstrom,kirari suleman nagar,4269,14000570,7999
04-Mar-12,25-Apr-12,MUMBAI,JUHU,Residential,Lakeside 1 (Keepmoat),1944,Jacinthe Stehr,5581,0.26,D,Bennie Schneider,purnia,30167,53868609,6868
05-Mar-12,26-Apr-12,MUMBAI,AIROLI,Residential,Bowmer & Kirkland ,1930,Effie Legros,1865,0.25,C,Arthur Ankunding,satna,21585,49462028,9166
06-Mar-12,27-Apr-12,DELHI,Mayur Vihar,Commercial,Shepherd,1828,Donny O'Conner,5651,0.5,B,Vicky Grady,mau,9500,28067750,5909
07-Mar-12,28-Apr-12,DELHI,Chanakyapuri,Commercial,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,Dr. Augusta Hammes,sonipat,51000,55630800,5454
08-Mar-12,29-Apr-12,DELHI,Vasant Kunj,Commercial,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Skye Pfannerstill,farrukhabad,17900,110669256,8587
09-Mar-12,30-Apr-12,DELHI,Saket,Commercial,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Queen Jaskolski,sagar,2200,4903008,9286
10-Mar-12,01-May-12,DELHI,Pithampura,Commercial,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Ms. Reina Guªann,rourkela,31200,78002808,6757
11-Mar-12,02-May-12,DELHI,Mayur Vihar,Residential,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Wilfrid Dickinson Sr.,durgapur,8500,53516850,6770
12-Mar-12,03-May-12,DELHI,Chanakyapuri,Residential,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Tad Larkin,imphal,50000,199369500,9273
13-Mar-12,04-May-12,DELHI,Vasant Kunj,Residential,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Fabiola Emard,ratlam,16100,5143628,7987
14-Mar-12,05-May-12,DELHI,Saket,Residential,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Enos Paucek DVM,hapur,18700,46044075,9849
15-Mar-12,06-May-12,DELHI,Pithampura,Residential,Mclaren,1862,Steve Guªann,5661,0.3,C,Javonte Leuschke,anantapur,31000,85736700,9219
16-Mar-12,07-May-12,HYDERABAD,KUKATPALLY,Commercial,Emcor,1827,Adrain Corkery,6375,0.45,D,Brenda Donnelly II,arrah,3102,11513383,8248
17-Mar-12,08-May-12,HYDERABAD,JUBLIEE HILLS,Commercial,Renew Holdings ,1815,Jefferey Gaylord V,6423,0.93,C,Wilhelm Waelchi,karimnagar,9448,71162997,8099
15-Apr-12,06-Jun-12,HYDERABAD,BANJARA HILLS,Commercial,Sisk,1890,Jovany Tillman III,2307,0.09,E,Adan Corwin,etawah,77475,36892820,5291
16-Apr-12,07-Jun-12,HYDERABAD,KONDAPUR,Commercial,Enserve (Spice),1932,Mikel Emard,4343,0.47,B,Mr. Idella Windler,ambernath,23075,100600539,9276
17-Apr-12,08-Jun-12,HYDERABAD,MIYAPUR,Commercial,Northstone NI,1938,Asa Bechtelar,6450,0.59,A,Lea Fay II,north dumdum,2700,15874245,9965
18-Apr-12,09-Jun-12,HYDERABAD,KUKATPALLY,Residential,Seddon ,1846,Sincere Wisozk,3997,0.11,D,Destinee Kulas,bharatpur,2650,2638950,9053
19-Apr-12,10-Jun-12,HYDERABAD,JUBLIEE HILLS,Residential,Geoffrey Osborne,1957,Green Kuhlman,3925,0.33,E,Crawford Wintheiser,begusarai,4828,13693898,8595
20-Apr-12,11-Jun-12,DELHI,Saket,Residential,Robertson Group ,1832,Brenden Hills,8611,0.14,B,Claudie Wehner,new delhi,18700,13987974,5343
21-Apr-12,12-Jun-12,DELHI,Pithampura,Residential,Byrne Group,1959,Dante Stanton,7750,0.45,C,Leonie Ondricka Sr.,gandhidham,31000,102560400,7352
22-Apr-12,13-Jun-12,HYDERABAD,KUKATPALLY,Commercial,John Graham,1907,Jack Volkman,6540,0.87,D,Bobbie Lockman,baranagar,3102,13960582,5173
18-Jun-12,09-Aug-12,HYDERABAD,JUBLIEE HILLS,Commercial,Spie Matthew Hall,1963,Bethany Mohr IV,8478,0.19,E,Hester Halvorson,thiruvittiyur,10258,11084077,5687
19-Jun-12,10-Aug-12,HYDERABAD,BANJARA HILLS,Commercial,Severfield-Rowen,1845,Loyal O'Keefe,9210,0.87,C,Holden Goldner,puducherry,68598,596086437,9988
20-Jun-12,11-Aug-12,HYDERABAD,KONDAPUR,Commercial,Clancy,1940,Alvera Murray,9782,0.53,A,Macie Ledner,sikar,26184,69623518,5017
21-Jun-12,12-Aug-12,HYDERABAD,MIYAPUR,Commercial,RG Carter,1827,Carlie Stiedemann,1892,0.19,D,Dewitt Leuschke,thoothukudi,2885,4676268,8531
22-Jun-12,13-Aug-12,HYDERABAD,KUKATPALLY,Residential,Ardmore ,1884,Johan Hayes,1605,0.86,E,Laurine Bradtke IV,rewa,1987,10210200,5975
23-Jun-12,14-Aug-12,HYDERABAD,JUBLIEE HILLS,Residential,Integral UK ,1910,Ramon Swaniawski,3722,0.6,C,Adella Huel,mirzapur,5059,24598882,8104
24-Jun-12,15-Aug-12,HYDERABAD,BANJARA HILLS,Residential,Brookfield Multiplex,1994,Athena Morar,9625,0.21,A,Adeline Morissette,raichur,25897,39477128,7259
25-Jun-12,16-Aug-12,HYDERABAD,KONDAPUR,Residential,RGCM,1812,Mrs. Stacy Haag,5351,0.99,D,Mr. Ola Ferry,pali,3304,25212560,7708
26-Jun-12,17-Aug-12,HYDERABAD,MIYAPUR,Residential,Lorne Stewart,1916,Lonnie Stroman DDS,4433,0.23,C,Emmitt Spinka V,ramagundam,2487,4738531,8284
27-Jun-12,18-Aug-12,Chennai,OMR,Commercial,GSH Group,1834,Gabriella Schimmel MD,9597,0.97,A,Joy Runolfsdottir,vizianagaram,3559,32644287,9456
28-Jun-12,19-Aug-12,Chennai,T-Nagar,Residential,Longcross,1961,Malachi Larson,8600,0.28,D,Dorcas Kuhn Sr.,katihar,10156,20582556,7238
29-Jun-12,20-Aug-12,Chennai,Anna Nagar,Residential,Higgins ,1840,Joshua Dickens,2322,0.07,C,Kylie Waelchi,haridwar,8043,3561601,6326
31-Jul-12,21-Sep-12,Chennai,Adyar,Residential,Carey Group ,1938,Melvina Veum,2757,0.88,D,Bridie Bradtke,sri ganganagar,10467,62247668,6758
01-Aug-12,22-Sep-12,Chennai,Porur,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Kenya Schmeler PhD,karawat nagar,4574,20378817,5304
02-Aug-12,23-Sep-12,Chennai,OMR,Residential,United House,1959,Estel Botsford,1728,0.64,B,Clemens Terry,nagercoil,4122,25789870,9776
03-Aug-12,24-Sep-12,KOLKATA,New Alipore,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Damion Heaney,mango,6619,32038210,6541
04-Aug-12,25-Sep-12,KOLKATA,Salt Lake,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Dr. Hermann Mitchell,bulandshahr,5290,25280487,6458
05-Aug-12,26-Sep-12,KOLKATA,Dum Dum,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Braulio O'Conner,thanjavur,2974,19643984,8926
06-Jul-12,27-Sep-12,KOLKATA,Tollygunge,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Michel Graham,mumbai,4640,21013632,6120
07-Jul-12,28-Sep-12,KOLKATA,Ballygunge,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Triston Boehm II,delhi,10487,64325790,8289
08-Jul-12,29-Sep-12,KOLKATA,New Alipore,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Kelvin Hyatt,bangalore,6219,25826761,5612
09-Jul-12,30-Sep-12,KOLKATA,Salt Lake,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Clovis Buckridge,hyderabad,8345,3671132,5499
10-Jul-12,01-Oct-12,MUMBAI,JUHU,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Rashad Hirthe,ahmedabad,29681,136068389,6644
11-Jul-12,02-Oct-12,MUMBAI,AIROLI,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Erik Heathcote,chennai,22333,40403747,8615
12-Jul-12,03-Oct-12,MUMBAI,CHEMBUR,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Julia Mitchell MD,kolkata,15320,92558844,8631
13-Jul-12,04-Oct-12,MUMBAI,VILE PARLE,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Nels Dicki,surat,21647,105954272,8024
14-Jul-12,05-Oct-12,MUMBAI,VASAI,Residential,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Sim Feeney,pune,4457,17228534,7731
15-Jul-12,06-Oct-12,MUMBAI,JUHU,Residential,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Theron Osinski,jaipur,31212,161241192,7175
16-Jul-12,07-Oct-12,MUMBAI,AIROLI,Residential,William Hare,1969,Tiffany Hudson,6016,0.37,A,Mr. Cody Hirthe,lucknow,20255,50939097,6797
17-Jul-12,08-Oct-12,HYDERABAD,MIYAPUR,Residential,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Raymond Rippin,kanpur,2537,10335687,5738
13-Aug-12,04-Nov-12,BANGALORE,INDIRANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Ludwig Schuppe V,nagpur,10261,54397255,7164
14-Aug-12,05-Nov-12,BANGALORE,JAYANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Cristal McGlynn,indore,6683,38777038,7841
15-Aug-12,06-Nov-12,BANGALORE,FRAZER TOWN,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Stephania Grimes,thane,8304,34540820,5621
16-Aug-12,07-Nov-12,BANGALORE,HEBBAL,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Anissa Hand,bhopal,5130,24151424,6362
17-Aug-12,08-Nov-12,BANGALORE,KORAMANGALA,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Elisabeth Hand,vishakapatnam,9918,62729168,8547
18-Aug-12,09-Nov-12,BANGALORE,INDIRANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Earline Harris,pimpri-chinchwad,8267,46169376,7547
19-Aug-12,10-Nov-12,BANGALORE,JAYANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Trisha Heathcote,patna,103325,755506201,9881
20-Aug-12,11-Nov-12,BANGALORE,FRAZER TOWN,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Delphine Lang,vadodra,8279,47406547,7738
21-Aug-12,12-Nov-12,BANGALORE,HEBBAL,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Gerhard Nolan,ghaziabad,6058,29784520,6644
22-Aug-12,13-Nov-12,BANGALORE,KORAMANGALA,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Kameron Osinski,ludhiana,6704,29671502,5981
23-Aug-12,14-Nov-12,MUMBAI,CHEMBUR,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Ocie Torp,agra,14758,11144061,9439
24-Aug-12,15-Nov-12,MUMBAI,VILE PARLE,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Karen Wyman,nashik,23364,104432874,6478
25-Aug-12,16-Nov-12,MUMBAI,VASAI,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Melyna Lubowitz,faridabad,6313,8464786,6385
26-Aug-12,17-Nov-12,MUMBAI,JUHU,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Kenny Crist,meerut,29681,187779815,9038
19-Jan-13,12-Apr-13,MUMBAI,AIROLI,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Lora Dooley,rajkot,22145,156349015,8023
20-Jan-13,13-Apr-13,MUMBAI,CHEMBUR,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Matteo Weimann,kalyan-dombivali,15618,88580298,6752
21-Jan-13,14-Apr-13,MUMBAI,VILE PARLE,Residential,United House,1959,Estel Botsford,1728,0.64,B,Jamaal Blick,vasai-virar,22408,115359969,8044
22-Jan-13,15-Apr-13,PUNE,Koregaon Park,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Marie Kautzer,varanasi,9724,48369899,6722
23-Jan-13,16-Apr-13,PUNE,Magarpatta,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Vicenta Greenfelder PhD,srinagar,6472,48553203,8931
24-Jan-13,17-Apr-13,Chennai,T-Nagar,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Mollie Hudson,aurangabad,10563,60903723,9009
25-Jan-13,18-Apr-13,Chennai,Anna Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Alvera Hoppe,dhanbad,14782,66386849,6069
26-Jan-13,19-Apr-13,Chennai,Adyar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Monique Okuneva,amritsar,19432,136563821,9497
27-Jan-13,20-Apr-13,Chennai,Porur,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Lauretta Gaylord,navi mumbai,5935,35161551,8006
28-Jan-13,21-Apr-13,Chennai,OMR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Miss Audie Abbott,allahabad,4303,17869843,5612
29-Jan-13,22-Apr-13,Chennai,T-Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Ms. Destin Stracke,ranchi,11577,66119952,7718
30-Jan-13,23-Apr-13,Chennai,Anna Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Mathilde Bradtke,howrah,11376,58515186,6951
31-Jan-13,24-Apr-13,Chennai,Adyar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Dr. Jackie Ebert,coimbatore,11457,45799128,5402
01-Feb-13,25-Apr-13,Chennai,Porur,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Theron Haag,jabalpur,4852,21298727,5932
02-Feb-13,26-Apr-13,Chennai,OMR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Darion Stracke Sr.,gwalior,3846,14329811,5035
03-Feb-13,27-Apr-13,DELHI,Mayur Vihar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Ona Veum V,vijayawada,13000,93342860,9703
04-Feb-13,28-Apr-13,DELHI,Chanakyapuri,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Vladimir Tromp,jodhpur,55000,347048900,8527
05-Feb-13,29-Apr-13,DELHI,Vasant Kunj,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Clemens Reinger,madurai,15400,112216412,9847
06-Feb-13,30-Apr-13,DELHI,Saket,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Wilbert Hegmann,raipur,17800,89661804,6807
07-Feb-13,01-May-13,DELHI,Pithampura,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Bill Hintz,kota,33700,184366634,7393
08-Feb-13,02-May-13,Chennai,T-Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Golden Grant,guwahati,10563,71256308,9116
09-Feb-13,03-May-13,Chennai,Anna Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Mr. Matilda Stamm,chandigarh,14782,64756986,5920
10-Feb-13,04-May-13,Chennai,Adyar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Adriel Stamm,solapur,19432,130783190,9095
11-Feb-13,05-May-13,Chennai,Porur,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Odell Schulist,hubballi-dharwad,5935,32789925,7466
12-Feb-13,06-May-13,Chennai,OMR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Nayeli Conroy,bareilly,4303,17560973,5515
13-Feb-13,07-May-13,Chennai,T-Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Wendy Kemmer,morababad,11577,82183039,9593
14-Feb-13,08-May-13,Chennai,Anna Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Alysha Goldner,mysore,11376,50736732,6027
15-Feb-13,09-May-13,Chennai,Adyar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Kristofer Oberbrunner,gurgaon,11457,65646548,7743
16-Feb-13,10-May-13,Chennai,Porur,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Lisa Langworth,aligarh,4852,30601661,8523
17-Feb-13,11-May-13,Chennai,OMR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Sibyl Kautzer DVM,jalandhar,3846,14881943,5229
18-Feb-13,12-May-13,KOLKATA,New Alipore,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Ronny Hand,tiruchirapalli,6433,43786343,9198
19-Feb-13,13-May-13,KOLKATA,Salt Lake,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Dino King DDS,bhubaneshwar,5170,3252964,7865
20-Feb-13,14-May-13,KOLKATA,Dum Dum,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Dino Bauch,salem,3318,15151382,6618
21-Feb-13,15-May-13,KOLKATA,Tollygunge,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Robbie Bechtelar,mira-bhayandar,4627,7628581,7851
22-Feb-13,16-May-13,KOLKATA,Ballygunge,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Selina Hickle,trivandrum,10396,62423822,8578
23-Feb-13,17-May-13,KOLKATA,New Alipore,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Ms. Evan Baumbach,bhiwandi,5792,29307230,8295
24-Feb-13,18-May-13,KOLKATA,Salt Lake,Residential,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Norris Christiansen Sr.,saharanpur,4572,16248888,7108
25-Feb-13,19-May-13,KOLKATA,Dum Dum,Residential,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Zander Lueilwitz,gorakhpur,2945,18776142,8855
26-Feb-13,20-May-13,KOLKATA,Tollygunge,Residential,William Hare,1969,Tiffany Hudson,6016,0.37,A,Aliya Keebler,guntur,4382,8283426,5109
27-Feb-13,21-May-13,KOLKATA,Ballygunge,Residential,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Lavada Cole,bikaner,9964,55569726,7855
28-Feb-13,22-May-13,PUNE,Aundh,Commercial,ESH Holdings,1849,Miss Kaci Hodkiewicz,7219,0.61,C,Miss Brigitte Nikolaus,amravati,7757,28674526,6060
01-Mar-13,23-May-13,MUMBAI,JUHU,Commercial,North Midland Construction,1857,Haleigh DuBuque V,6986,0.27,B,Candace Friesen,noida,32569,66427081,7554
18-Mar-13,09-Jun-13,MUMBAI,AIROLI,Commercial,Ogilvie Group,1862,Gisselle Yost Jr.,9196,0.82,D,Violette Metz,jamshedpur,22145,95661085,5268
19-Mar-13,10-Jun-13,MUMBAI,CHEMBUR,Residential,Barr ,1841,Rosalinda Pacocha,2233,0.52,B,Aliyah Goldner,bhilai,15618,55070942,6781
20-Mar-13,11-Jun-13,MUMBAI,VILE PARLE,Residential,Forth Holdings,1915,Johnny Pagac,9881,0.4,D,Torrance Goodwin,warangal,22408,63432566,7077
21-Mar-13,12-Jun-13,MUMBAI,VASAI,Residential,Bechtel,1809,Rafaela Hintz DVM,1909,0.28,E,Arnaldo Dickinson,cuttack,4846,11184762,8243
22-Mar-13,13-Jun-13,MUMBAI,JUHU,Residential,Longcross,1961,Malachi Larson,8600,0.28,D,Miss Ettie Kessler,firozabad,33280,69496627,7458
23-Mar-13,14-Jun-13,MUMBAI,AIROLI,Residential,Higgins ,1840,Joshua Dickens,2322,0.07,C,Christine Homenick,kochi,22000,14599200,9480
24-Mar-13,15-Jun-13,DELHI,Mayur Vihar,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Ms. Nathaniel Murphy,bhavnagar,13000,99562320,8703
25-Mar-13,16-Jun-13,DELHI,Chanakyapuri,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Nestor Kunze,dehradun,55000,336798000,7290
26-Mar-13,17-Jun-13,DELHI,Vasant Kunj,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Carmen Blick,durgapur,15400,69465088,7048
27-Mar-13,18-Jun-13,DELHI,Saket,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Joan Pfannerstill,asansol,17800,105771160,8030
28-Mar-13,19-Jun-13,DELHI,Pithampura,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Hoyt Beier,nanded,33700,15502000,5750
29-Mar-13,20-Jun-13,DELHI,Mayur Vihar,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Eloy Lubowitz,kolhapur,11500,79096080,9968
30-Mar-13,21-Jun-13,KOLKATA,Dum Dum,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Emerson Crona,ajmer,2945,6096062,9857
31-Mar-13,22-Jun-13,KOLKATA,Tollygunge,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Kirstin Kertzmann IV,gulbarga,4382,17668224,5760
01-Apr-13,23-Jun-13,KOLKATA,Ballygunge,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Jovan Quitzon,jamnagar,9964,60367093,9932
02-Apr-13,24-Jun-13,PUNE,Aundh,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Ashton Flatley IV,ujjain,7757,24857307,6409
03-Apr-13,25-Jun-13,PUNE,Kalyani Nagar,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Mr. Burnice Stark,loni,8754,47107725,7474
04-Apr-13,26-Jun-13,PUNE,Hinjewadi,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Gabrielle Murphy,siliguri,4926,10813604,5933
05-Apr-13,27-Jun-13,PUNE,Koregaon Park,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Ron Ratke,jhansi,10372,63029399,8212
06-Apr-13,28-Jun-13,PUNE,Magarpatta,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Anita Purdy,ulhasnagar,6701,33134301,6682
07-Apr-13,29-Jun-13,PUNE,Aundh,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Ms. Della Johnson,nellore,11701,48601508,5613
08-Apr-13,30-Jun-13,PUNE,Kalyani Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Miss Aletha Bradtke,jammu,9325,43652563,6326
09-Apr-13,01-Jul-13,PUNE,Hinjewadi,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Gilbert Hoeger,sangli-miraj & kupwad,4562,2571508,7046
10-Apr-13,02-Jul-13,PUNE,Koregaon Park,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Donald Bernier,belgaum,11362,64795782,8265
11-Apr-13,03-Jul-13,PUNE,Magarpatta,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Tina Kemmer,mangalore,6583,9712953,7026
12-Apr-13,04-Jul-13,Chennai,T-Nagar,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Alana Schuster,ambattur,11729,48334036,5887
13-Apr-13,05-Jul-13,Chennai,Anna Nagar,Commercial,Midas,1984,Elta Cartwright,8927,0.61,D,Colt Swift IV,tirunelveli,17331,61655379,5832
04-May-13,26-Jul-13,Chennai,Adyar,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Kelton Mante,melagaon,19776,64687296,6542
05-May-13,27-Jul-13,Chennai,Porur,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Dillan Mertz,gaya,5061,18773476,5152
06-May-13,28-Jul-13,Chennai,OMR,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Dandre Upton,jalgaon,4551,15831746,9402
07-May-13,29-Jul-13,Chennai,T-Nagar,Residential,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Sophia Bailey,udaipur,11657,75208283,9087
08-May-13,30-Jul-13,Chennai,Anna Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Jody Koss,maheshtala,9076,37369159,5564
09-May-13,31-Jul-13,Chennai,Adyar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Lafayette Mosciski,tirupur,12323,68392650,7500
10-May-13,01-Aug-13,Chennai,Porur,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Nyasia Nienow,davanagere,5126,23370152,6161
